iata,icao,name,city,country,timezone,utc_offset_hours,dst,openflights_id
FIZ,YFTZ,Fitzroy Crossing Airport,Fitzroy Crossing,Australia,Australia/Perth,8,U,7576
FJR,OMFJ,Fujairah International Airport,Fujeirah,United Arab Emirates,Asia/Dubai,4,U,2189
FKB,EDSB,Karlsruhe Baden-Baden Airport,Karlsruhe/Baden-Baden,Germany,Europe/Berlin,1,E,4166
FKI,FZIC,Bangoka International Airport,Kisangani,Congo (Kinshasa),Africa/Lubumbashi,2,U,1031
FKJ,RJNF,Fukui Airport,Fukui,Japan,Asia/Tokyo,9,U,2319
FKL,KFKL,Venango Regional Airport,Franklin,United States,America/New_York,-5,A,4058
FKQ,WASF,Fakfak Airport,Fak Fak,Indonesia,Asia/Jayapura,9,N,3257
FKS,RJSF,Fukushima Airport,Fukushima,Japan,Asia/Tokyo,9,U,5999
FLA,SKFL,Gustavo Artunduaga Paredes Airport,Florencia,Colombia,America/Bogota,-5,U,2719
FLD,KFLD,Fond du Lac County Airport,Fond du Lac,United States,America/Chicago,-6,A,8742
FLF,EDXF,Flensburg-Schäferhaus Airport,Flensburg,Germany,Europe/Berlin,1,E,408
FLG,KFLG,Flagstaff Pulliam Airport,Flagstaff,United States,America/Phoenix,-7,N,4261
FLL,KFLL,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,America/New_York,-5,A,3533
FLN,SBFL,Hercílio Luz International Airport,Florianopolis,Brazil,America/Sao_Paulo,-3,S,2555
FLO,KFLO,Florence Regional Airport,Florence,United States,America/New_York,-5,A,3879
FLR,LIRQ,Peretola Airport,Florence,Italy,Europe/Rome,1,E,1563
FLS,YFLI,Flinders Island Airport,Flinders Island,Australia,Australia/Melbourne,10,O,6267
FLV,KFLV,Sherman Army Air Field,Fort Leavenworth,United States,America/Chicago,-6,A,3800
FLW,LPFL,Flores Airport,Flores,Portugal,Atlantic/Azores,-1,E,1625
FLZ,WIMS,Dr Ferdinand Lumban Tobing Airport,Sibolga,Indonesia,Asia/Jakarta,7,N,3280
FMA,SARF,Formosa Airport,Formosa,Argentina,America/Cordoba,-3,N,2470
FME,KFME,Tipton Airport,Fort Meade,United States,America/New_York,-5,A,3489
FMH,KFMH,Cape Cod Coast Guard Air Station,Falmouth,United States,America/New_York,-5,A,3725
FMI,FZRF,Kalemie Airport,Kalemie,Congo (Kinshasa),Africa/Lubumbashi,2,U,1040
FMM,EDJA,Memmingen Allgau Airport,Memmingen,Germany,Europe/Berlin,1,E,3986
FMN,KFMN,Four Corners Regional Airport,Farmington,United States,America/Denver,-7,A,3743
FMO,EDDG,Münster Osnabrück Airport,Munster,Germany,Europe/Berlin,1,E,341
FMY,KFMY,Page Field,Fort Myers,United States,America/New_York,-5,A,3549
FNA,GFLL,Lungi International Airport,Freetown,Sierra Leone,Africa/Freetown,0,N,1059
FNC,LPMA,Madeira Airport,Funchal,Portugal,Europe/Lisbon,0,E,4091
FNI,LFTW,Nîmes-Arles-Camargue Airport,Nimes,France,Europe/Paris,1,E,1439
FNJ,ZKPY,Pyongyang Sunan International Airport,Pyongyang,North Korea,Asia/Pyongyang,8.5,U,3377
FNL,KFNL,Northern Colorado Regional Airport,Fort Collins,United States,America/Denver,-7,A,4257
FNR,PANR,Funter Bay Seaplane Base,Funter Bay,United States,America/Anchorage,-9,A,7140
FNT,KFNT,Bishop International Airport,Flint,United States,America/New_York,-5,A,4089
FNU,LIER,Oristano-Fenosu Airport,Oristano,Italy,Europe/Rome,1,E,7772
FOC,ZSFZ,Fuzhou Changle International Airport,Fuzhou,China,Asia/Shanghai,8,U,3385
FOD,KFOD,Fort Dodge Regional Airport,Fort Dodge,United States,America/Chicago,-6,A,3841
FOE,KFOE,Topeka Regional Airport - Forbes Field,Topeka,United States,America/Chicago,-6,A,3843
FOG,LIBF,"Foggia ""Gino Lisa"" Airport",Foggia,Italy,Europe/Rome,1,E,1502
FOK,KFOK,Francis S Gabreski Airport,West Hampton Beach,United States,America/New_York,-5,A,3590
FOM,FKKM,Foumban Nkounja Airport,Foumban,Cameroon,Africa/Douala,1,N,899
FON,MRAN,Arenal Airport,La Fortuna/San Carlos,Costa Rica,America/Costa_Rica,-6,U,6731
FOR,SBFZ,Pinto Martins International Airport,Fortaleza,Brazil,America/Fortaleza,-3,S,2559
FOS,YFRT,Forrest Airport,Forrest,Australia,Australia/Perth,8,O,8353
FPO,MYGF,Grand Bahama International Airport,Freeport,Bahamas,America/Nassau,-5,U,1948
FPR,KFPR,St Lucie County International Airport,Fort Pierce,United States,America/New_York,-5,A,8274
FRA,EDDF,Frankfurt am Main Airport,Frankfurt,Germany,Europe/Berlin,1,E,340
FRC,SIMK,Tenente Lund Pressoto Airport,Franca,Brazil,America/Sao_Paulo,-3,S,7379
FRD,KFHR,Friday Harbor Airport,Friday Harbor,United States,America/Los_Angeles,-8,A,7082
FRE,AGGF,Fera/Maringe Airport,Fera Island,Solomon Islands,Pacific/Guadalcanal,11,U,5407
FRG,KFRG,Republic Airport,Farmingdale,United States,America/New_York,-5,A,8034
FRI,KFRI,Marshall Army Air Field,Fort Riley,United States,America/Chicago,-6,A,3541
FRJ,LFTU,Fréjus Airport,Frejus,France,Europe/Paris,1,E,7703
FRL,LIPK,Forlì Airport,Forli,Italy,Europe/Rome,1,E,1541
FRN,PAFR,Bryant Army Heliport,Fort Richardson,United States,America/Anchorage,-9,A,3422
FRO,ENFL,Florø Airport,Floro,Norway,Europe/Oslo,1,E,643
FRS,MGTK,Mundo Maya International Airport,Flores,Guatemala,America/Guatemala,-6,U,4024
FRU,UAFM,Manas International Airport,Bishkek,Kyrgyzstan,Asia/Bishkek,6,U,2912
FRW,FBFT,Francistown Airport,Francistown,Botswana,Africa/Gaborone,2,U,877
FRY,KIZG,Eastern Slopes Regional Airport,Fryeburg,United States,America/New_York,-5,A,9186
FRZ,ETHF,Fritzlar Airport,Fritzlar,Germany,Europe/Berlin,1,E,757
FSC,LFKF,Figari Sud-Corse Airport,Figari,France,Europe/Paris,1,E,1323
FSD,KFSD,Joe Foss Field Airport,Sioux Falls,United States,America/Chicago,-6,A,4009
FSI,KFSI,Henry Post Army Air Field (Fort Sill),Fort Sill,United States,America/Chicago,-6,A,3761
FSM,KFSM,Fort Smith Regional Airport,Fort Smith,United States,America/Chicago,-6,A,3437
FSP,LFVP,St Pierre Airport,St.-pierre,Saint Pierre and Miquelon,America/Miquelon,-3,U,1441
FST,KFST,Fort Stockton Pecos County Airport,Fort Stockton,United States,America/Chicago,-6,A,4224
FTA,NVVF,Futuna Airport,Futuna Island,Vanuatu,Pacific/Efate,11,U,5917
FTE,SAWC,El Calafate Airport,El Calafate,Argentina,America/Argentina/Rio_Gallegos,-3,N,4061
FTI,NSFQ,Fitiuta Airport,Fiti\'uta,American Samoa,Pacific/Pago_Pago,-11,U,7627
FTK,KFTK,Godman Army Air Field,Fort Knox,United States,America/New_York,-5,A,3706
FTU,FMSD,Tôlanaro Airport,Tolagnaro,Madagascar,Indian/Antananarivo,3,U,937
FTW,KFTW,Fort Worth Meacham International Airport,Fort Worth,United States,America/Chicago,-6,A,3723
FTX,FCOO,Owando Airport,Owando,Congo (Kinshasa),Africa/Brazzaville,1,N,884
FTY,KFTY,Fulton County Airport Brown Field,Atlanta,United States,America/New_York,-5,A,7497
FUE,GCFV,Fuerteventura Airport,Fuerteventura,Spain,Atlantic/Canary,0,E,1051
FUG,ZSFY,Fuyang Xiguan Airport,Fuyang,China,Asia/Shanghai,8,U,7503
FUJ,RJFE,Fukue Airport,Fukue,Japan,Asia/Tokyo,9,U,2304
FUK,RJFF,Fukuoka Airport,Fukuoka,Japan,Asia/Tokyo,9,U,2305
FUL,KFUL,Fullerton Municipal Airport,Fullerton,United States,America/Los_Angeles,-8,A,6481
FUN,NGFU,Funafuti International Airport,Funafuti,Tuvalu,Pacific/Funafuti,12,U,4077
FUO,ZGFS,Foshan Shadi Airport,Foshan,China,Asia/Shanghai,8,N,7457
FUT,NLWF,Pointe Vele Airport,Futuna Island,Wallis and Futuna,Pacific/Wallis,12,U,5885
FWA,KFWA,Fort Wayne International Airport,Fort Wayne,United States,America/New_York,-5,A,4041
FWH,KNFW,NAS Fort Worth JRB/Carswell Field,Dallas,United States,America/Chicago,-6,A,6948
FXE,KFXE,Fort Lauderdale Executive Airport,Fort Lauderdale,United States,America/New_York,-5,A,3464
FXO,FQCB,Cuamba Airport,Cuamba,Mozambique,Africa/Maputo,2,N,8943
FYT,FTTY,Faya Largeau Airport,Faya-largeau,Chad,Africa/Ndjamena,1,N,1000
FYU,PFYU,Fort Yukon Airport,Fort Yukon,United States,America/Anchorage,-9,A,3420
FYV,KFYV,Drake Field,Fayetteville,United States,America/Chicago,-6,A,3760
FZO,EGTG,Bristol Filton Airport,Bristol,United Kingdom,Europe/London,0,E,553
GAD,KGAD,Northeast Alabama Regional Airport,Gadsden,United States,America/Chicago,-6,A,8295
GAE,DTTG,Gabès Matmata International Airport,Gabes,Tunisia,Africa/Tunis,1,E,291
GAF,DTTF,Gafsa Ksar International Airport,Gafsa,Tunisia,Africa/Tunis,1,E,290
GAH,YGAY,Gayndah Airport,Gayndah,Australia,Australia/Brisbane,10,N,8996
GAI,KGAI,Montgomery County Airpark,Gaithersburg,United States,America/New_York,-5,A,8143
GAJ,RJSC,Yamagata Airport,Yamagata,Japan,Asia/Tokyo,9,U,2341
GAL,PAGA,Edward G. Pitka Sr Airport,Galena,United States,America/Anchorage,-9,A,3764
GAM,PAGM,Gambell Airport,Gambell,United States,America/Anchorage,-9,A,6715
GAN,VRMG,Gan International Airport,Gan Island,Maldives,Indian/Maldives,5,U,6183
GAO,MUGT,Mariana Grajales Airport,Guantanamo,Cuba,America/Havana,-5,U,1908
GAQ,GAGO,Gao Airport,Gao,Mali,Africa/Bamako,0,N,1045
GAS,HKGA,Garissa Airport,Garissa,Kenya,Africa/Nairobi,3,U,8712
GAU,VEGT,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,Asia/Calcutta,5.5,N,6173
GAY,VEGY,Gaya Airport,Gaya,India,Asia/Calcutta,5.5,N,3048
GBA,EGBP,Cotswold Airport,Pailton,United Kingdom,Europe/London,0,E,475
GBB,UBBQ,Gabala International Airport,Qabala,Azerbaijan,Asia/Baku,4,E,8775
GBD,KGBD,Great Bend Municipal Airport,Great Bend,United States,America/Chicago,-6,A,7013
GBE,FBSK,Sir Seretse Khama International Airport,Gaberone,Botswana,Africa/Gaborone,2,U,881
GBJ,TFFM,Les Bases Airport,Grand Bourg,Guadeloupe,America/Guadeloupe,-4,U,6078
GBK,GFGK,Gbangbatok Airport,Gbangbatok,Sierra Leone,Africa/Freetown,0,U,8337
GBT,OING,Gorgan Airport,Gorgan,Iran,Asia/Tehran,3.5,E,6747
GBZ,NZGB,Great Barrier Aerodrome,Claris,New Zealand,Pacific/Auckland,12,Z,6834
GCC,KGCC,Gillette Campbell County Airport,Gillette,United States,America/Denver,-7,A,4296
GCH,OIAH,Gachsaran Airport,Gachsaran,Iran,Asia/Tehran,3.5,E,2100
GCI,EGJB,Guernsey Airport,Guernsey,Guernsey,Europe/Guernsey,0,E,498
GCJ,FAGC,Grand Central Airport,Johannesburg,South Africa,Africa/Johannesburg,2,U,803
GCK,KGCK,Garden City Regional Airport,Garden City,United States,America/Chicago,-6,A,3497
GCM,MWCR,Owen Roberts International Airport,Georgetown,Cayman Islands,America/Cayman,-5,N,1926
GCN,KGCN,Grand Canyon National Park Airport,Grand Canyon,United States,America/Phoenix,-7,N,4219
GDE,HAGO,Gode Airport,Gode,Ethiopia,Africa/Addis_Ababa,3,U,5680
GDL,MMGL,Don Miguel Hidalgo Y Costilla International Airport,Guadalajara,Mexico,America/Mexico_City,-6,S,1804
GDN,EPGD,Gdańsk Lech Wałęsa Airport,Gdansk,Poland,Europe/Warsaw,1,E,668
GDO,SVGD,Guasdalito Airport,Guasdualito,Venezuela,America/Caracas,-4,U,2839
GDQ,HAGN,Gonder Airport,Gondar,Ethiopia,Africa/Addis_Ababa,3,U,1114
GDT,MBGT,JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,America/Grand_Turk,-4,U,5807
GDV,KGDV,Dawson Community Airport,Glendive,United States,America/Denver,-7,A,7070
GDW,KGDW,Gladwin Zettel Memorial Airport,Gladwin,United States,America/New_York,-5,A,8646
GDX,UHMM,Sokol Airport,Magadan,Russia,Asia/Srednekolymsk,11,N,2930
GDZ,URKG,Gelendzhik Airport,Gelendzhik,Russia,Europe/Moscow,3,N,6933
GEA,NWWM,Nouméa Magenta Airport,Noumea,New Caledonia,Pacific/Noumea,11,U,2001
GED,KGED,Sussex County Airport,Georgetown,United States,America/New_York,-5,A,7011
GEG,KGEG,Spokane International Airport,Spokane,United States,America/Los_Angeles,-8,A,3467
GEL,SBNM,Santo Ângelo Airport,Santo Angelo,Brazil,America/Sao_Paulo,-3,S,2596
GEO,SYCJ,Cheddi Jagan International Airport,Georgetown,Guyana,America/Guyana,-4,U,4304
GER,MUNG,Rafael Cabrera Airport,Nueva Gerona,Cuba,America/Havana,-5,U,1914
GES,RPMR,General Santos International Airport,Romblon,Philippines,Asia/Manila,8,N,2402
GET,YGEL,Geraldton Airport,Geraldton,Australia,Australia/Perth,8,O,6268
GEV,ESNG,Gällivare Airport,Gallivare,Sweden,Europe/Stockholm,1,E,715
GEX,YGLG,Geelong Airport,Geelong,Australia,Australia/Hobart,10,O,7704
GFF,YGTH,Griffith Airport,Griffith,Australia,Australia/Sydney,10,O,6271
GFK,KGFK,Grand Forks International Airport,Grand Forks,United States,America/Chicago,-6,A,3442
GFL,KGFL,Floyd Bennett Memorial Airport,Queensbury,United States,America/New_York,-5,A,9178
GFN,YGFN,Grafton Airport,Grafton,Australia,Australia/Sydney,10,U,6792
GFO,SYBT,Bartica A Airport,Bartica,Guyana,America/Guyana,-4,N,9761
GFR,LFRF,Granville Airport,Granville,France,Europe/Paris,1,E,1407
GFY,FYGF,Grootfontein Airport,Grootfontein,Namibia,Africa/Windhoek,1,S,7633
GGE,KGGE,Georgetown County Airport,Georgetown,United States,America/New_York,-5,A,8792
GGG,KGGG,East Texas Regional Airport,Longview,United States,America/Chicago,-6,A,3465
GGM,HKKG,Kakamega Airport,Kakamega,Kenya,Africa/Nairobi,3,U,1139
GGS,SAWR,Gobernador Gregores Airport,Gobernador Gregores,Argentina,America/Argentina/Rio_Gallegos,-3,N,6031
GGT,MYEF,Exuma International Airport,Great Exuma,Bahamas,America/Nassau,-5,U,1941
GGW,KGGW,Wokal Field Glasgow International Airport,Glasgow,United States,America/Denver,-7,A,5739
GHA,DAUG,Noumérat - Moufdi Zakaria Airport,Ghardaia,Algeria,Africa/Algiers,1,N,237
GHB,MYEM,Governor's Harbour Airport,Governor's Harbor,Bahamas,America/Nassau,-5,U,1944
GHC,MYBG,Great Harbour Cay Airport,Bullocks Harbour,Bahamas,America/Nassau,-5,U,1936
GHF,ETEU,[Duplicate] Giebelstadt Army Air Field,Giebelstadt,Germany,Europe/Berlin,1,E,753
GHT,HLGT,Ghat Airport,Ghat,Libya,Africa/Tripoli,2,N,1152
GHU,SAAG,Gualeguaychu Airport,Gualeguaychu,Argentina,America/Cordoba,-3,N,2437
GIB,LXGB,Gibraltar Airport,Gibraltar,Gibraltar,Europe/Gibraltar,1,N,1738
GIC,YBOI,Boigu Airport,Boigu,Australia,Australia/Brisbane,10,O,6246
GIF,KGIF,Winter Haven Regional Airport - Gilbert Field,Winter Haven,United States,America/New_York,-5,A,8508
GIG,SBGL,Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,America/Sao_Paulo,-3,S,2560
GIL,OPGT,Gilgit Airport,Gilgit,Pakistan,Asia/Karachi,5,N,2204
GIR,SKGI,Santiago Vila Airport,Girardot,Colombia,America/Bogota,-5,U,2720
GIS,NZGS,Gisborne Airport,Gisborne,New Zealand,Pacific/Auckland,12,Z,2012
GIU,VCCS,Sigiriya Air Force Base,Sigiriya,Sri Lanka,Asia/Colombo,5.5,N,9229
GIZ,OEGN,Jizan Regional Airport,Gizan,Saudi Arabia,Asia/Riyadh,3,U,2066
GJA,MHNJ,La Laguna Airport,Guanaja,Honduras,America/Tegucigalpa,-6,U,1773
GJL,DAAV,Jijel Ferhat Abbas Airport,Jijel,Algeria,Africa/Algiers,1,N,217
GJM,SBGM,Guajará-Mirim Airport,Guajara-mirim,Brazil,America/Boa_Vista,-4,S,2561
GJR,BIGJ,Gjögur Airport,Gjogur,Iceland,Atlantic/Reykjavik,0,N,7465
GJT,KGJT,Grand Junction Regional Airport,Grand Junction,United States,America/Denver,-7,A,4063
GKA,AYGA,Goroka Airport,Goroka,Papua New Guinea,Pacific/Port_Moresby,10,U,1
GKE,ETNG,Geilenkirchen Air Base,Geilenkirchen,Germany,Europe/Berlin,1,E,769
GKK,VRMO,Kooddoo Airport,Kooddoo,Maldives,Indian/Maldives,5,U,8892
GKL,YGKL,Great Keppel Is Airport,Great Keppel Island,Australia,Australia/Brisbane,10,U,8820
GKN,PAGK,Gulkana Airport,Gulkana,United States,America/Anchorage,-9,A,3837
GLA,EGPF,Glasgow International Airport,Glasgow,United Kingdom,Europe/London,0,E,534
GLD,KGLD,Renner Field-Goodland Municipal Airport,Goodland,United States,America/Denver,-7,A,4343
GLF,MRGF,Golfito Airport,Golfito,Costa Rica,America/Costa_Rica,-6,U,1879
GLH,KGLH,Mid Delta Regional Airport,Greenville,United States,America/Chicago,-6,A,6130
GLI,YGLI,Glen Innes Airport,Glen Innes,Australia,Australia/Sydney,10,O,9096
GLK,HCMR,Galcaio Airport,Galcaio,Somalia,Africa/Mogadishu,3,U,5688
GLO,EGBJ,Gloucestershire Airport,Golouchestershire,United Kingdom,Europe/London,0,E,472
GLS,KGLS,Scholes International At Galveston Airport,Galveston,United States,America/Chicago,-6,A,3581
GLT,YGLA,Gladstone Airport,Gladstone,Australia,Australia/Brisbane,10,O,6269
GLV,PAGL,Golovin Airport,Golovin,United States,America/Anchorage,-9,A,7185
GLZ,EHGR,Gilze Rijen Air Base,Gilze-rijen,Netherlands,Europe/Amsterdam,1,E,587
GMA,FZFK,Gemena Airport,Gemena,Congo (Kinshasa),Africa/Kinshasa,1,N,1028
GMB,HAGM,Gambella Airport,Gambella,Ethiopia,Africa/Addis_Ababa,3,U,1113
GMD,GMMB,Ben Slimane Airport,Ben Slimane,Morocco,Africa/Casablanca,0,N,1071
GME,UMGG,Gomel Airport,Gomel,Belarus,Europe/Minsk,3,E,2950
GML,UKKM,Gostomel Airport,Kiev,Ukraine,Europe/Kiev,2,E,8000
GMP,RKSS,Gimpo International Airport,Seoul,South Korea,Asia/Seoul,9,U,2378
GMR,NTGJ,Totegegie Airport,Totegegie,French Polynesia,Pacific/Gambier,-9,U,1979
GMV,UT25,Monument Valley Airport,Monument Valley,United States,America/Denver,-7,U,7727
GMZ,GCGM,La Gomera Airport,La Gomera,Spain,Atlantic/Canary,0,E,5659
GNA,UMMG,Hrodna Airport,Hrodna,Belarus,Europe/Minsk,3,E,6115
GNB,LFLS,Grenoble-Isère Airport,Grenoble,France,Europe/Paris,1,E,1340
GND,TGPY,Point Salines International Airport,Point Salines,Grenada,America/Grenada,-4,U,2882
GNI,RCGI,Lyudao Airport,Green Island,Taiwan,Asia/Taipei,8,U,2263
GNM,SNGI,Guanambi Airport,Guanambi,Brazil,America/Fortaleza,-3,S,7407
GNR,SAHR,Dr. Arturo H. Illia Airport,Fuerte Gral Roca,Argentina,America/Argentina/Salta,-3,N,2451
GNS,WIMB,Binaka Airport,Gunung Sitoli,Indonesia,Asia/Jakarta,7,N,3276
GNT,KGNT,Grants-Milan Municipal Airport,Grants,United States,America/Denver,-7,A,3439
GNV,KGNV,Gainesville Regional Airport,Gainesville,United States,America/New_York,-5,A,3472
GNY,LTCS,Şanlıurfa GAP Airport,Sanliurfa,Turkey,Europe/Istanbul,3,E,9044
GNZ,FBGZ,Ghanzi Airport,Ghanzi,Botswana,Africa/Gaborone,2,U,5607
GOA,LIMJ,Genoa Cristoforo Colombo Airport,Genoa,Italy,Europe/Rome,1,E,1528
GOB,HAGB,Robe Airport,Goba,Ethiopia,Africa/Addis_Ababa,3,U,7422
GOH,BGGH,Godthaab / Nuuk Airport,Godthaab,Greenland,America/Godthab,-3,E,8
GOI,VAGO,Dabolim Airport,Goa,India,Asia/Calcutta,5.5,N,3007
GOJ,UWGG,Nizhny Novgorod Strigino International Airport,Nizhniy Novgorod,Russia,Europe/Moscow,3,N,4274
GOM,FZNA,Goma International Airport,Goma,Congo (Kinshasa),Africa/Kigali,2,U,1036
GON,KGON,Groton New London Airport,Groton CT,United States,America/New_York,-5,A,4270
GOP,VEGK,Gorakhpur Airport,Gorakhpur,India,Asia/Calcutta,5.5,N,6741
GOQ,ZLGM,Golmud Airport,Golmud,China,Asia/Shanghai,8,U,6363
GOR,HAGR,Gore Airport,Gore,Ethiopia,Africa/Addis_Ababa,3,U,5681
GOT,ESGG,Gothenburg-Landvetter Airport,Gothenborg,Sweden,Europe/Stockholm,1,E,687
GOU,FKKR,Garoua International Airport,Garoua,Cameroon,Africa/Douala,1,N,901
GOV,YPGV,Gove Airport,Gove,Australia,Australia/Darwin,9.5,O,6316
GOZ,LBGO,Gorna Oryahovitsa Airport,Gorna Orechovica,Bulgaria,Europe/Sofia,2,E,1192
GPA,LGRX,Araxos Airport,Patras,Greece,Europe/Athens,2,E,1473
GPB,SBGU,Tancredo Thomas de Faria Airport,Guarapuava,Brazil,America/Sao_Paulo,-3,S,7383
GPI,SKGP,Juan Casiano Airport,Guapi,Colombia,America/Bogota,-5,U,2722
GPL,MRGP,Guapiles Airport,Guapiles,Costa Rica,America/Costa_Rica,-6,U,1880
GPO,SAZG,General Pico Airport,General Pico,Argentina,America/Argentina/Salta,-3,N,2504
GPS,SEGS,Seymour Airport,Galapagos,Ecuador,Pacific/Galapagos,-6,U,2672
GPT,KGPT,Gulfport Biloxi International Airport,Gulfport,United States,America/Chicago,-6,A,4038
GPZ,KGPZ,Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids MN,United States,America/Chicago,-6,A,7017
GQQ,KGQQ,Galion Municipal Airport,Galion,United States,America/New_York,-5,A,8759
GRB,KGRB,Austin Straubel International Airport,Green Bay,United States,America/Chicago,-6,A,3653
GRF,KGRF,Gray Army Air Field,Fort Lewis,United States,America/Los_Angeles,-8,A,3530
GRI,KGRI,Central Nebraska Regional Airport,Grand Island,United States,America/Chicago,-6,A,5740
GRJ,FAGG,George Airport,George,South Africa,Africa/Johannesburg,2,U,804
GRK,KGRK,Robert Gray  Army Air Field Airport,Killeen,United States,America/Chicago,-6,A,3775
GRM,KCKC,Grand Marais Cook County Airport,Grand Marais,United States,America/Chicago,-6,U,6849
GRO,LEGE,Girona Airport,Gerona,Spain,Europe/Madrid,1,E,1222
GRP,SWGI,Gurupi Airport,Gurupi,Brazil,America/Fortaleza,-3,S,7368
GRQ,EHGG,Eelde Airport,Groningen,Netherlands,Europe/Amsterdam,1,E,586
GRR,KGRR,Gerald R. Ford International Airport,Grand Rapids,United States,America/New_York,-5,A,3685
GRS,LIRS,Grosseto Air Base,Grosseto,Italy,Europe/Rome,1,E,1564
GRU,SBGR,Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,America/Sao_Paulo,-3,S,2564
GRW,LPGR,Graciosa Airport,Graciosa Island,Portugal,Atlantic/Azores,-1,E,1627
GRX,LEGR,Federico Garcia Lorca Airport,Granada,Spain,Europe/Madrid,1,E,1223
GRY,BIGR,Grímsey Airport,Grímsey,Iceland,Atlantic/Reykjavik,0,N,5450
GRZ,LOWG,Graz Airport,Graz,Austria,Europe/Vienna,1,E,1609
GSB,KGSB,Seymour Johnson Air Force Base,Goldsboro,United States,America/New_York,-5,A,3640
GSE,ESGP,Gothenburg City Airport,Gothenborg,Sweden,Europe/Stockholm,1,E,691
GSI,SOGS,Grand-Santi Airport,Grand-Santi,French Guiana,America/Cayenne,-3,S,8228
GSJ,MGSJ,San José Airport,San Jose,Guatemala,America/Guatemala,-6,U,1770
GSO,KGSO,Piedmont Triad International Airport,Greensboro,United States,America/New_York,-5,A,4008
GSP,KGSP,Greenville Spartanburg International Airport,Greenville,United States,America/New_York,-5,A,4034
GSQ,HEOW,Shark El Oweinat International Airport,Sharq Al-Owainat,Egypt,Africa/Cairo,2,U,7414
GST,PAGS,Gustavus Airport,Gustavus,United States,America/Anchorage,-9,A,5960
GTE,YGTE,Groote Eylandt Airport,Groote Eylandt,Australia,Australia/Darwin,9.5,O,6270
GTF,KGTF,Great Falls International Airport,Great Falls,United States,America/Denver,-7,A,3880
GTI,EDCG,Rügen Airport,Ruegen,Germany,Europe/Berlin,1,U,6423
GTN,NZGT,Glentanner Airport,Glentanner,New Zealand,Pacific/Auckland,12,Z,2013
GTO,WAMG,Jalaluddin Airport,Gorontalo,Indonesia,Asia/Makassar,8,N,3247
GTR,KGTR,Golden Triangle Regional Airport,Columbus Mississippi,United States,America/Chicago,-6,A,4273
GUA,MGGT,La Aurora Airport,Guatemala City,Guatemala,America/Guatemala,-6,U,1767
GUB,MMGR,Guerrero Negro Airport,Guerrero Negro,Mexico,America/Tijuana,-8,S,5836
GUC,KGUC,Gunnison Crested Butte Regional Airport,Gunnison,United States,America/Denver,-7,A,7051
